,csid,donotuse,donotusebecause,key,link,mpC,name,smiles,source
2109,280103.0,,,2110.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=H32246,54.0,2-bromo-3-fluoroisovaleric acid,CC(C)(C(C(=O)O)Br)F,Alfa Aesar
3009,287293.0,,,3010.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=H53411,50.0,2-pentynoic acid,CCC#CC(=O)O,Alfa Aesar
12892,17470.0,,,12893.0,http://dx.doi.org/10.1021/ci0500132,188.0,N-(Cyclohexylcarbamoyl)-4-(1-hydroxyethyl)benzenesulfonamide,[S+2]([O-])([O-])(NC(=O)NC1CCCCC1)c1ccc(cc1)C(=O)C,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-4475
26799,21106365.0,,,26800.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,187.5,phenothiazine,c1ccc2Sc3ccccc3Nc2c1,PHYSPROP
4967,121941.0,,,4968.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12364,130.0,4-chlorobenzoylacetonitrile,c1cc(ccc1C(=O)CC#N)Cl,Alfa Aesar
11220,2032645.0,,,11221.0,http://dx.doi.org/10.1021/ci0500132,158.0,"4-(2-methoxyphenyl)-2,4-dimethyl-5,6-dihydro-4H-benzo[d]cyclohepta[1,2-b:3,4-b']difuran",o1c2CCC(C)(c3cc(oc3c2c2ccccc12)C)c1ccccc1OC,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-2803
20429,7775.0,,,20430.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,50.0,"2-butyne-1,4-diol",OCC#CCO,PHYSPROP
2124,149132.0,,,2125.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21272,44.0,"2-bromo-4,6-dimethylaniline",Cc1cc(c(c(c1)Br)N)C,Alfa Aesar
23484,62757.0,,,23485.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,109.0,pentafluorophenylacetic acid,Fc1c(CC(=O)O)c(F)c(F)c(F)c1F,PHYSPROP
14350,13875201.0,,,14351.0,http://www.amazon.com/dp/B003XEQTLE,-10.0,2-bromo-m-xylene,Cc1cccc(C)c1Br,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.
27350,553346.0,,,27351.0,http://tinyurl.com/6lwyvqd,55.0,"(2E)-1,3-Diphenyl-2-propen-1-one",C1(=CC=CC=C1)C(\C=C\C2=CC=CC=C2)=O,Electrochimica Acta
7443,454183.0,,,7444.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20534,79.0,mesitylacetonitrile,Cc1cc(c(c(c1)C)CC#N)C,Alfa Aesar
22364,826.0,,,22365.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,264.0,2-piperidinecarboxylic acid,O=C(O)C1CCCCN1,PHYSPROP
10010,4357665.0,,,10011.0,http://dx.doi.org/10.1021/ci0500132,250.0,"14-hydroxy-7,20-epoxykaur-16-ene-1,11,15,20-tetrone",O=C1CC2C(=C)C(=O)C3(C1C14C(=O)OC3CC4C(C)(C)CCC1=O)C2O,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-1593
20668,7273.0,,,20669.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-100.0,"hexanal, 3-ethoxy-, diethyl acetal",CCOC(CC(CCC)OCC)OCC,PHYSPROP
1140,13835293.0,,,1141.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10340,128.0,"2,2-dimethyl-1,3-propanediol",CC(C)(CO)CO,Alfa Aesar
4398,2849.0,,,4399.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A18976,177.0,"4,4'-diaminodiphenyl sulfone",c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,Alfa Aesar
5760,5370903.0,,,5761.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=L17453,101.0,5-bromo-2-iodopyrimidine,c1c(cnc(n1)I)Br,Alfa Aesar
16347,15266.0,,,16348.0,http://www.drugbank.ca/drugs/DB00470,200.0,Dronabinol,CCCCCc2cc1OC(C)(C)[C@@H]3CCC(C)=C[C@H]3c1c(O)c2,DrugBank
11796,2030427.0,,,11797.0,http://dx.doi.org/10.1021/ci0500132,211.0,"6,8-dibromo-4-phenylquinolin-2(1H)-one",Brc1cc(Br)c2[nH0]c(O)cc(c3ccccc3)c2c1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-3379
4791,63906.0,,,4792.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14237,57.0,4-bromobenzaldehyde,c1cc(ccc1C=O)Br,Alfa Aesar
6206,2056707.0,,,6207.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=H27314,76.0,"7-bromoacetyl-3,4-dihydro-1,5-benzodioxepin",c1cc2c(cc1C(=O)CBr)OCCCO2,Alfa Aesar
22575,34423.0,,,22576.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,17.0,"4-piperidinamine, 2,2,6,6-tetramethyl-",NC1CC(C)(C)NC(C)(C)C1,PHYSPROP
17113,2388.0,,,17114.0,http://dx.doi.org/10.1021/ci700307p,58.0,butamben,Nc1ccc(cc1)C(=O)OCCCC,Hughes LD; Palmer DS; Nigsch F and Mitchell JBO. 2008 Why are some properties more difficult to predict than others? A study of QSPR models of solubility; melting point and LogP. J. Chem. Inf. Model. 2008. 48 (1). pp 220?261
9584,4645658.0,,,9585.0,http://dx.doi.org/10.1021/ci0500132,219.0,4-[(2Z)-2-(1-cyano-2-ethoxy-2-oxoethylidene)hydrazino]benzoic acid,O=C(O)c1ccc(NN=C(C#N)C(=O)OCC)cc1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-1167
1611,11179869.0,,,1612.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=H27849,154.0,"2,5-dichloropyridine-3-boronic acid",B(c1cc(cnc1Cl)Cl)(O)O,Alfa Aesar
21144,6369.0,,,21145.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,94.0,sulphenone,O=S(=O)(c1ccc(Cl)cc1)c2ccccc2,PHYSPROP
2039,65745.0,,,2040.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12286,47.0,2-aminobenzonitrile,c1ccc(c(c1)C#N)N,Alfa Aesar
11240,2032615.0,,,11241.0,http://dx.doi.org/10.1021/ci0500132,93.0,2-[Bis(5-methyl-2-furyl)methyl]-4-methyl-6-nitrophenol,O=[N+]([O-])c1cc(C)cc(c1O)C(c1oc(C)cc1)c1oc(C)cc1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-2823
17482,28969.0,,,17483.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-30.0,phenyl acetate,O=C(C)Oc1ccccc1,PHYSPROP
2164,4647139.0,,,2165.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21784,190.0,2-bromo-5-fluorocinnamic acid,c1cc(c(cc1F)/C=C/C(=O)O)Br,Alfa Aesar
22166,2155.0,,,22167.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,246.5,aspartame,O=C(O)CC(N)C(=O)NC(Cc1ccccc1)C(=O)OC,PHYSPROP
7181,7065.0,,,7182.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12966,-88.0,ethyl isobutyrate,CCOC(=O)C(C)C,Alfa Aesar
12267,733227.0,,,12268.0,http://dx.doi.org/10.1021/ci0500132,102.0,"3-methoxybicyclo[4.2.0]octa-1,3,5-triene-7,8-dione",O=C1c2ccc(OC)cc2C1=O,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-3850
11250,2032602.0,,,11251.0,http://dx.doi.org/10.1021/ci0500132,79.0,"2-[bis(5-methylfuran-2-yl)methyl]-4,5-dimethoxyaniline",o1c(C)ccc1C(c1cc(OC)c(OC)cc1N)c1oc(C)cc1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-2833
19751,10022.0,,,19752.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,47.5,"propane, 1-isothiocyanato-3-(methylsulfonyl)-",CS(=O)(=O)CCCN=C=S,PHYSPROP
22983,59496.0,,,22984.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-111.0,"silane, chlorodimethyl-",C[SiH](C)Cl,PHYSPROP
6821,1477946.0,,,6822.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21096,62.0,diethyl (phthalimidomethyl)phosphonate,CCOP(=O)(CN1C(=O)c2ccccc2C1=O)OCC,Alfa Aesar
8570,1267611.0,,,8571.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20818,167.0,trans-3-fluorocinnamic acid,c1cc(cc(c1)F)/C=C/C(=O)O,Alfa Aesar
23180,61280.0,,,23181.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,27.0,2-nitro-4-fluorotoluene,Cc1ccc(F)cc1[N+](=O)[O-],PHYSPROP
22328,942.0,,,22329.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,345.5,orotic acid,OC(=O)C1=CC(=O)NC(=O)N1,PHYSPROP
26909,21132380.0,,,26910.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-64.0,"2,4-dimethylpyridine",Cc1ccnc(C)c1,PHYSPROP
15244,11996.0,,,15245.0,http://msds.chem.ox.ac.uk/,-94.0,2-Ethoxy-2-methylpropane,CC(C)(C)OCC,academic website
15422,64490.0,,,15423.0,http://msds.chem.ox.ac.uk/,180.0,"4-[(2R,3S)-4-(3,4-Dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol",Oc2ccc(C[C@@H](C)[C@@H](C)Cc1ccc(O)c(O)c1)cc2O,academic website
12163,1734560.0,,,12164.0,http://dx.doi.org/10.1021/ci0500132,287.0,"1,3-dimethyl-12-oxo-12H-[1,3]benzothiazolo[3,2-b][2,7]naphthyridine-5-carbonitrile",S1c2ccccc2N2C1=C(C#N)c1cc([nH0]c(C)c1C2=O)C,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-3746
11308,2032073.0,,,11309.0,http://dx.doi.org/10.1021/ci0500132,115.0,"5-methyl-2-(1-methylethyl)cyclohexyl 3-oxo-2,3-diphenylpropanoate",O=C(OC1CC(C)CCC1C(C)C)C(c1ccccc1)C(=O)c1ccccc1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-2891
20546,7564.0,,,20547.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-83.0,propylamine,CCCN,PHYSPROP
4485,14260163.0,,,4486.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=H27254,51.0,"4,6-dibromopyrimidine",c1c(ncnc1Br)Br,Alfa Aesar
23286,61777.0,,,23287.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,111.5,"1,4-benzenediol, 2-bromo-",Oc1cc(Br)c(O)cc1,PHYSPROP
18015,17868.0,,,18016.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,56.0,"pyrimidine, 4-phenyl-",c1cc(ccc1)c2ccncn2,PHYSPROP
28470,5773.0,,,28471.0,http://www.aapspharmscitech.org/view.asp?art=pt070126,131.0,progesterone,O=C4\C=C2/[C@]([C@H]1CC[C@@]3([C@@H](C(=O)C)CC[C@H]3[C@@H]1CC2)C)(C)CC4,Sepassi K; Yalkowsky SH; AAPS PharmSciTech; 7(1); E1-E8 (2006)
5526,2018866.0,,,5527.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A18354,21.0,4-n-propylbenzenesulfonyl chloride,CCCc1ccc(cc1)S(=O)(=O)Cl,Alfa Aesar
10376,2036247.0,,,10377.0,http://dx.doi.org/10.1021/ci0500132,99.0,"N-[3,5-bis(trifluoromethyl)phenyl]-5-tert-butyl-6-chloropyrazine-2-carboxamide",Clc1[nH0]c(c[nH0]c1C(C)(C)C)C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-1959
23232,61536.0,,,23233.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,115.5,galipine,COc1ccc(cc1OC)CCc2cc(OC)c3ccccc3n2,PHYSPROP
16338,395095.0,,,16339.0,http://www.drugbank.ca/drugs/DB01515,195.0,Benzoylecgonine,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@H](C2)OC(=O)c3ccccc3,DrugBank
10007,4389657.0,,,10008.0,http://dx.doi.org/10.1021/ci0500132,259.0,"2,2,6,6,9a-pentamethyl-12-methylidene-13-oxodecahydro-4H-3b,11a-ethanophenanthro[1,2-d][1,3]dioxole-4,9,10(3aH)-triyl triacetate",O=C1C(=C)C23OC(OC3C11C(C(OC(=O)C)C2)C2(C)C(OC(=O)C)CCC(C)(C)C2CC1OC(=O)C)(C)C,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-1590
6038,5574.0,,,6039.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=L01836,222.0,6-(methylthio)purine,CSc1c2c([nH]cn2)ncn1,Alfa Aesar
5413,20140.0,,,5414.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21673,7.0,4'-methylpropiophenone,CCC(=O)c1ccc(cc1)C,Alfa Aesar
21303,6108.0,,,21304.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-111.5,carbon disulfide,S=C=S,PHYSPROP
25356,643086.0,,,25357.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,39.5,"3-buten-2-one, 4-(2-furanyl)-",O=C(C)/C=C/c1ccco1,PHYSPROP
9923,4590614.0,,,9924.0,http://dx.doi.org/10.1021/ci0500132,133.0,(4-chlorophenyl)(phenyl)methanone oxime,Clc1ccc(cc1)C(=NO)c1ccccc1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-1506
10236,2072970.0,,,10237.0,http://dx.doi.org/10.1021/ci0500132,86.0,"benzyl 1,3,6-trimethyl-2-oxo-4-phenyl-1,2,3,4-tetrahydropyrimidine-5-carboxylate",O=C1N(C)C(C)=C(C(=O)OCc2ccccc2)C(N1C)c1ccccc1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-1819
7416,559211.0,,,7417.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21583,110.0,L-lyxose,C([C@@H]([C@H]([C@H](C=O)O)O)O)O,Alfa Aesar
14339,62291.0,,,14340.0,http://www.amazon.com/dp/B003XEQTLE,133.0,"2,6-dinitroaniline",O=[N+]([O-])c1cccc([N+]([O-])=O)c1N,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.
7337,76792.0,,,7338.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=L20099,130.0,indole-6-carbonitrile,c1cc(cc2c1cc[nH]2)C#N,Alfa Aesar
5965,8381.0,,,5966.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10615,81.0,5-methyl-1h-benzotriazole,Cc1ccc2c(c1)nn[nH]2,Alfa Aesar
16955,5137.0,,,16956.0,http://www.drugbank.ca/drugs/DB00576,208.0,Sulfamethizole,Cc2nnc(NS(=O)(=O)c1ccc(N)cc1)s2,DrugBank
14233,6481.0,,,14234.0,http://www.amazon.com/dp/B003XEQTLE,71.0,"2,6-dichlorobenzaldehyde",O=Cc1c(Cl)cccc1Cl,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.
22174,2112.0,,,22175.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,156.5,"1h-indene-1,3(2h)-dione, 2-(4-methoxyphenyl)-",COc1ccc(cc1)C3C(=O)c2ccccc2C3=O,PHYSPROP
976,526015.0,,,977.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21533,184.0,2-(4-fluorophenoxy)nicotinic acid,c1cc(c(nc1)Oc2ccc(cc2)F)C(=O)O,Alfa Aesar
302,6307.0,,,303.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23854,-118.0,1-bromo-2-methylpropane,CC(C)CBr,Alfa Aesar
27440,60839.0,,,27441.0,http://tinyurl.com/3r488ry,24.0,"1,2,3-triazole",c1cnn[nH]1,Sigma-Aldrich
15928,7905.0,,,15929.0,http://msds.chem.ox.ac.uk/,-40.0,"N-(2-Aminoethyl)-N'-{2-[(2-aminoethyl)amino]ethyl}ethane-1,2-diamine",NCCNCCNCCNCCN,academic website
12155,2010717.0,,,12156.0,http://dx.doi.org/10.1021/ci0500132,216.0,"1,4,6-trimethyl-1H-pyrazolo[3,4-b]pyridin-3-ol",O=C1NN(C)c2[nH0]c(C)cc(C)c21,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-3738
5770,714293.0,,,5771.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=L19748,149.0,5-bromo-2-nitropyridine,c1cc(ncc1Br)[N+](=O)[O-],Alfa Aesar
5188,2055483.0,,,5189.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=H26127,160.0,4-hydroxy-2-(trifluoromethyl)benzoic acid,c1cc(c(cc1O)C(F)(F)F)C(=O)O,Alfa Aesar
3970,2016108.0,,,3971.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B25437,111.0,3-formylbenzeneboronic acid,B(c1cccc(c1)C=O)(O)O,Alfa Aesar
15676,2809.0,,,15677.0,http://msds.chem.ox.ac.uk/,68.5,"Cyano(3-phenoxyphenyl)methyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",Cl/C(Cl)=C/C3C(C(=O)OC(C#N)c2cccc(Oc1ccccc1)c2)C3(C)C,academic website
7713,7674.0,,,7714.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=31861,-126.0,methylcyclohexane,CC1CCCCC1,Alfa Aesar
10539,2035437.0,,,10540.0,http://dx.doi.org/10.1021/ci0500132,128.0,"5-[(4-methoxyphenyl)hydrazono]-2,2-dimethyl-1,3-dioxane-4,6-dione",O=C1OC(OC(=O)C1=NNc1ccc(OC)cc1)(C)C,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-2122
17584,25724.0,,,17585.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,224.0,iocetamic acid,O=C(O)C(C)CN(C(C)=O)c1c(I)cc(I)c(N)c1I,PHYSPROP
4779,65689.0,,,4780.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=L17510,59.0,4-bromo-3-methylphenol,Cc1cc(ccc1Br)O,Alfa Aesar
24187,73658.0,,,24188.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,15.0,"1,4-piperazinedipropanamine",NCCCN1CCN(CCCN)CC1,PHYSPROP
10286,2036584.0,,,10287.0,http://dx.doi.org/10.1021/ci0500132,139.0,"ethyl 1-methyl-4-oxo-2,3,4,7-tetrahydro-1H-pyrazolo[3,4-b]pyridine-5-carboxylate",O=C1C=2CNN(C)C=2N=CC1=C(O)OCC,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-1869
9361,5258443.0,,,9362.0,http://dx.doi.org/10.1021/ci0500132,193.0,"4-{[(E)-(4-Nitrophenyl)methylene]amino}-5-(trifluoromethyl)-2,4-dihydro-3H-1,2,4-triazole-3-thione",Sc1[nH0][nH0]c([nH0]1N=Cc1ccc([N+](=O)[O-])cc1)C(F)(F)F,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-944
7378,7627.0,,,7379.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=L09337,-73.0,isopropyl acetate,CC(C)OC(=O)C,Alfa Aesar
28484,4444059.0,,,28485.0,http://dx.doi.org/10.1080/10629360701430124,67.0,prostaglandin E2,O=C1C[C@@H](O)[C@H](/C=C/[C@@H](O)CCCCC)[C@H]1C\C=C/CCCC(=O)O,RAEVSKY OA; PERLOVICH GL and SCHAPER K-J. Physicochemical properties/descriptors governing the solubility and partitioning of chemicals in water-solvent-gas systems. Part 2. Solubility in 1-octanol. SAR and QSAR in Environmental Research Vol. 18 Nos. 5–6 July–September 2007 543–578
9928,4553190.0,,,9929.0,http://dx.doi.org/10.1021/ci0500132,156.0,Ethyl (2Z)-cyano[(3-nitrophenyl)hydrazono]acetate,O=[N+]([O-])c1cccc(NN=C(C#N)C(=O)OCC)c1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-1511
1285,123798.0,,,1286.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20542,116.0,"2,3-difluorobenzamide",c1cc(c(c(c1)F)F)C(=O)N,Alfa Aesar
27467,4578417.0,,,27468.0,,190.5,"1,3-Bis(4-hydroxyphenyl)-2-propen-1-one",OC1=CC=C(C=C1)C(C=CC2=CC=C(C=C2)O)=O,Medicinal Chemistry Research
26039,10439207.0,,,26040.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,86.0,"benzenesulfonamide, 4-(5-hydroxypentyl)-",O=S(N)(=O)c1ccc(CCCCCO)cc1,PHYSPROP
27707,2927.0,,,27708.0,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,89.0,"4,4'-DDE",C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013)
1842,10918.0,,,1843.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21704,97.0,"2,7-dimethylnaphthalene",Cc1ccc2ccc(cc2c1)C,Alfa Aesar
17171,5994.0,,,17172.0,http://dx.doi.org/10.1021/ci700307p,203.5,norethindrone,O=C4CC[C@H]3C(CC[C@@H]2[C@@H]3CC[C@@]1(C)[C@H]2CC[C@@]1(O)C#C)=C4,Hughes LD; Palmer DS; Nigsch F and Mitchell JBO. 2008 Why are some properties more difficult to predict than others? A study of QSPR models of solubility; melting point and LogP. J. Chem. Inf. Model. 2008. 48 (1). pp 220?319
5542,12696.0,,,5543.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A18489,84.0,4-phenoxyphenol,c1ccc(cc1)Oc2ccc(cc2)O,Alfa Aesar
1122,4344547.0,,,1123.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=H27695,242.0,"2,2'-dichloro-4,4'-bipyridine",c1cnc(cc1c2ccnc(c2)Cl)Cl,Alfa Aesar
2594,2043532.0,,,2595.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=H31697,148.0,2-fluoro-4-hydroxypyridine,c1cnc(cc1O)F,Alfa Aesar
5477,5378372.0,,,5478.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=L08058,50.0,4-nitrobenzyl bromoacetate,c1cc(ccc1COC(=O)CBr)[N+](=O)[O-],Alfa Aesar
7389,256210.0,,,7390.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A19738,104.0,isoquinoline n-oxide,c1ccc2c[n+](ccc2c1)[O-],Alfa Aesar
21253,6178.0,,,21254.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-5.0,dalapon,CC(Cl)(Cl)C(=O)O,PHYSPROP
24602,92540.0,,,24603.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,85.0,"propane, 1-chloro-1,2,2,3,3-pentafluoro-",FC(F)C(F)(F)C(Cl)F,PHYSPROP
19325,11283.0,,,19326.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,80.0,triphenylphosphine,c1ccccc1P(c2ccccc2)c3ccccc3,PHYSPROP
15766,7890.0,,,15767.0,http://msds.chem.ox.ac.uk/,-9.6,Dodecane,CCCCCCCCCCCC,academic website
4510,66399.0,,,4511.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10360,226.0,4-acetamido-3-nitrobenzoic acid,CC(=O)Nc1ccc(cc1[N+](=O)[O-])C(=O)O,Alfa Aesar
3846,86777.0,,,3847.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=H27494,123.0,3-chlorocoumarin,c1ccc2c(c1)cc(c(=O)o2)Cl,Alfa Aesar
9319,7855421.0,,,9320.0,http://dx.doi.org/10.1021/ci0500132,128.0,"(2E)-2-[4-(2-methyl-1,2,3,4-tetrahydroquinolin-7-yl)butan-2-ylidene]hydrazinecarboxamide",O=C(N)NN=C(C)CCc1ccc2CCC(Nc2c1)C,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-902
25383,1266027.0,,,25384.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,21.35,anethole (trans),COc1ccc(/C=CC)cc1,PHYSPROP
1061,2016139.0,,,1062.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24343,109.0,2-(trifluoromethyl)benzeneboronic acid,B(c1ccccc1C(F)(F)F)(O)O,Alfa Aesar
26614,13869655.0,,,26615.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,50.0,"2,5-dichloroaniline",Clc1ccc(Cl)c(N)c1,PHYSPROP
8623,8158.0,,,8624.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=12391,-115.0,triethylamine,CCN(CC)CC,Alfa Aesar
25986,10415644.0,,,25987.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-60.0,dimethyl phosphite,O=P(OC)OC,PHYSPROP
27378,4526395.0,,,27379.0,http://onlinelibrary.wiley.com/doi/10.1002/chem.201000883/suppinfo,167.0,(2E)-3-(4-Nitrophenyl)-1-phenyl-2-propen-1-one,[N+](=O)([O-])C1=CC=C(C=C1)\C=C\C(=O)C2=CC=CC=C2,Chemistry--A European Journal
24688,109441.0,,,24689.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,152.0,1-methyl-4-carboxy-2-pyrrolidone,O=C1CC(CN1C)C(O)=O,PHYSPROP
28029,10771217.0,,,28030.0,http://www.chemexper.com/search/cas/79436.html,10.0,dichloroacetic acid,ClC(Cl)C(O)=O,ChemExper
26475,13837584.0,,,26476.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-10.0,dibutyl sebacate,O=C(CCCCCCCCC(=O)OCCCC)OCCCC,PHYSPROP
17448,29062.0,,,17449.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,170.5,pleuromutilin,OCC(=O)OC3CC(C)(C=C)C(O)C(C)C21CCC(=O)C1C3(C)C(C)CC2,PHYSPROP
