,density,smiles
1558,1.318,O=[N+]([O-])c1ccc2c(c1)-c1ccccc1C2
1559,0.975,CCCCCCC(C(=O)OCC)C(=O)OCC
1560,0.812,CCCC(=O)C(C)(C)C
1561,1.184,CC(O)C(=O)NCCO
1562,1.404,Cc1cc(Cl)nc(Cl)n1
1563,0.941,CCCCCCCCC=CCCCCCCCC(=O)OCC1CO1
1564,1.393,Cc1cccc(C(=O)O)c1[N+](=O)[O-]
1565,0.898,CCC1CCC(=O)CC1
1566,1.468,CSCCC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O
1567,1.614,CC(C)(Br)[N+](=O)[O-]
1568,1.09,CCC(C(C)O)[N+](=O)[O-]
1569,0.871,CCCCCCCCCCOC=O
1570,0.873,CCCCCCCCCOC=O
1571,0.851,NC1CCCCCCC1
1572,1.12,Cc1cc(C)c(Br)cc1C
1573,1.303,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
1574,1.04,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2
1575,1.907,O=c1[nH]c2cc(Cl)c(Br)cc2o1
1576,0.83,CCCCC(C)(O)CC
1577,1.29,c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1
1578,2.31,CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I
1579,1.39,CCCCC(CC)C1NC(=O)N(SC(Cl)(Cl)Cl)C1=O
1580,1.3,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
1581,1.582,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl
1582,1.349,Cc1cc(Cl)nc(N)n1
1583,0.907,CCCCC(N)CO
1584,1.09,Cc1ccc2oc(C)nc2c1
1585,0.926,C[Si](C)(C)CCC(=O)O
1586,1.045,COc1ccc(CC=O)cc1
1587,0.893,CC1CCC(O)CC1C
1588,1.12,CCOP(=O)(OCC)OC(C)=CC(=O)N(C)C
1589,0.99,Cc1cccc(C#N)c1C
1590,1.165,O=C(O)Cc1ccc(-c2ccccc2)cc1
1591,1.005,CCCCCOc1ccc(C=O)cc1
1592,0.875,CC=CCOC(CC)OCC=CC
1593,0.78,CCCCCCOCC
1594,1.12,O=C(O)c1ccccc1N=Cc1ccccc1
1595,1.349,Clc1nncc2ccccc12
1596,1.422,Cn1c(=O)oc2ccc(Cl)cc21
1597,1.19,CCOC(=O)COP(=S)(OCC)OCC
1598,1.362,COP(=S)(OC)Oc1ccc2c(C)cc(=O)oc2c1
1599,1.237,CCS(=O)CSP(=S)(OC(C)C)OC(C)C
1600,1.104,Cc1cc2c(c3ccc4ccccc4c13)CCC2C
1601,1.299,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
1602,1.34,O=C(CCc1ccccc1)OC1=C(OC(=O)CCc2ccccc2)C(=O)OC1=O
1603,0.988,CCC(C)(C)C(=O)Cl
1604,1.322,Nc1ccc2c(c1)-c1cccc3cccc-2c13
1605,0.891,CCOC(C)CC(OCC)OCC
1606,1.644,CC(Br)C(N)=O
1607,1.202,CN(C(=O)CF)c1cccc2ccccc12
1608,1.056,ClCC1CC1
1609,0.935,CC(=O)C1CCCC1
1610,0.988,CCOC(=O)C(OCC)OCC
1611,0.706,C=C(C)CCCC
1612,1.072,OCC=CCO
1613,1.175,CC=CC(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-]
1614,1.629,CN(C)N=NN(C)C
1615,1.089,COC(=O)CCO
1616,0.857,C1CCC(CCCCC2CCCCC2)CC1
1617,1.034,CCOC(OCC)C(=O)c1ccccc1
1618,1.43,CN(CCO)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1
1619,0.851,CCOCCCN
1620,1.426,COC(=O)c1cc([N+](=O)[O-])ccc1Cl
1621,0.994,CC(=O)Oc1cc(C(C)C)ccc1C
1622,1.44,O=C(O)COc1ccc(Cl)cc1CO
1623,1.349,CC1(C)C(=O)N(CO)C(=O)N1CO
1624,0.713,CC=CCCCC
1625,0.94,C=C(C)C1CC=C(C)C(=O)C1
1626,1.67,O=c1[nH]c(Cl)c(Cl)cc1Cl
1627,1.25,CCOP(=S)(OCC)SC1CCSC1
1628,1.19,Cc1cccc(Cl)c1C#N
1629,0.91,C=COCCSCCCC
1630,1.742,O=[N+]([O-])c1cc2[nH]c(C(F)(F)F)nc2cc1Cl
1631,1.825,O=[N+]([O-])c1cc2[nH]c(C(F)(F)F)nc2c(Cl)c1Cl
1632,1.197,CNC(=S)NN
1633,1.136,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1
1634,1.118,Cc1cc(N)c(O)cc1C
1635,0.882,CC1=CCCC(C)(C)C1CO
1636,0.828,CCCCCCCCCCCCCCCCCCCCCC1CCCC1
1637,0.98,O=C1CCCCCCCCCCOCCCCO1
1638,0.895,CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1
1639,0.932,COc1ccc(C)cc1C
1640,0.98,CCCCCCOC(=O)c1ccccc1
1641,1.021,CCOC(=O)C(C(=O)OCC)=C(C)C
1642,1.26,CNC(=O)Oc1ccccc1C1OCCS1
1643,1.318,CNS(=O)(=O)c1ccc(NC(C)=O)cc1
1644,1.65,CN(CCOP(=O)(O)O)C(=N)N
1645,1.498,Cc1cc(N)ccc1Br
1646,1.407,O=C1CCC(=O)N1c1ccc(Cl)cc1
1647,1.747,O=C1C=CC(=O)N1C(=O)NCNC(=O)N1C(=O)C=CC1=O
1648,1.085,COc1cccc(CO)c1
1649,1.434,CC(CCl)CBr
1650,0.824,CCCCC(CC)CCC(=O)CC(C)C
1651,1.155,COc1cc(Cl)cc(OC)c1
1652,1.185,CNC(=O)Oc1ccccc1C1OCC=CCO1
1653,1.65,CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O
1654,1.048,C=C(C#N)C(=O)OCC
1655,0.766,CCN(C(C)C)C(C)C
1656,1.447,NC(=O)c1cc(Cl)ccc1O
1657,0.96,C1CCC(SC2CCCCC2)CC1
1658,0.729,CCCC(C)=C(C)C
1659,1.7,CC(Br)C(=O)Cl
1660,1.67,O=C(Cl)c1ccccc1Br
1661,0.973,NCCCN1CCN(CCCN)CC1
1662,1.442,Nc1ccc(Cc2ccc(N)c(C(=O)O)c2)cc1C(=O)O
1663,0.845,CCN1CCCC1
1664,0.97,CCCCCCCC(=O)NO
1665,0.973,Cc1ccc(-c2cccc(C)c2)cc1
1666,1.22,CNC(=O)NO
1667,0.879,CCOC(=O)C(C)CC
1668,1.255,O=C(C=Cc1ccccc1[N+](=O)[O-])c1ccccc1
1669,1.168,CCCCOC(=O)c1ccccc1C(=O)OCCOCCOC(=O)c1ccccc1C(=O)OCCCC
1670,1.088,CC1(COCC2(C)CO2)CO1
1671,1.123,C=CCOC(=O)c1ccccc1N
1672,0.87,CCCCCCC(=O)OCCCCC
1673,0.912,CN(C1CCCCC1)C1CCCCC1
1674,1.403,ClC#CCl
1675,0.949,CN1CCCC(CO)C1
1676,1.525,O=[N+]([O-])c1ccc2cn[nH]c2c1
1677,1.264,CC1CN1C(=O)c1cccc(C(=O)N2CC2C)c1
1678,0.944,CC(C)(C)OCC1CO1
1679,0.758,CC1CCCC(C)C1C
1680,0.802,C=C[Si](C)(C)N[Si](C)(C)C=C
1681,1.03,CCCCOc1ccc(N=O)cc1
1682,1.076,CC(C)COC(=O)c1ccccc1N
1683,0.879,CC1=CCC2CC1C2(C)C
1684,1.11,C=Cc1ccc(O)c(OC)c1
1685,0.995,CC(NC(C)c1ccccc1)c1ccccc1
1686,0.808,CCCCC(CC)COCC(CC)CCCC
1687,1.4,O=Cc1cc(Cl)cc(Cl)c1
1688,1.298,CC(=O)CCCCBr
1689,1.062,c1ccc(CN2CCOCC2)cc1
1690,0.928,Cc1ccc2c(c1)CC(C)CC2
1691,1.471,ClCC(Cl)(Cl)CCl
1692,1.466,CC(Cl)(Cl)C(Cl)Cl
1693,0.742,CCCCCCCC(C)CC
1694,0.812,CC(C)CCCC(C)(C)O
1695,1.24,Cn1nnc2ccccc21
1696,0.74,CCCCNCC
1697,0.902,CC=C(C)CCl
1698,0.985,CCCC=CC(=O)O
1699,0.927,CCC(O)CN
1700,1.006,COCc1ccco1
1701,0.92,CC(=O)C(=O)CC(C)C
1702,1.257,CC1CCCC(Br)C1
1703,0.741,CCC(C)N
1704,1.56,CCOCC(=O)Cl
1705,0.812,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
1706,0.997,Cc1ccnc(C)n1
1707,0.855,CCCCCCCCCCCCCCCCCc1ccccc1
1708,0.96,CCCCCc1ccc(O)cc1
1709,1.19,O=[N+]([O-])c1ccccc1CCO
1710,0.772,CC(C)CC(C)(C)CC(C)(C)CC(C)(C)C
1711,0.887,CC(CO)N(C)C
1712,1.112,COc1cccc(S)c1
1713,0.77,CC(C)(C)CCN
1714,0.963,CCc1nccnc1CC
1715,1.074,C1CSCCO1
1716,1.062,Cc1cccc2[nH]ccc12
1717,0.717,C=CCC(C)C(C)C
1718,1.039,COc1cc(N)ccc1C
1719,1.007,O=C1CC2CCCCC2C1
1720,0.801,CC1=CCCC1C
1721,0.955,C1=CCC2CC2C1
1722,0.841,CN(C)CC1CCCCC1
1723,1.28,COc1cc(Cl)ccc1O
1724,0.721,CCCC(CC)C(C)C
1725,0.894,C(CC1CCNCC1)CC1CCNCC1
1726,1.077,Cc1cccc2ccoc12
1727,0.872,CC(C)CNCCO
1728,0.77,CC(C)OC(C)(C)C
1729,1.237,OCc1ccccc1Cl
1730,0.889,C=C[Si](OC(C)C)(OC(C)C)OC(C)C
1731,1.164,C[Si](C)(C)CBr
1732,1.462,ClCC(Cl)C(Cl)Cl
1733,0.819,CCC(C)CC(O)CC
1734,1.397,ClCC(Cl)(CCl)CCl
1735,0.769,CCC1CCCC(C)C1
1736,0.812,CCC(C)C(=O)C(C)CC
1737,1.309,ClCCC(Cl)Cl
1738,1.86,CC(C)(Br)C(=O)Br
1739,0.947,C=C(C)C1CCC(C)C(OC(C)=O)C1
1740,1.056,Cc1ccc2[nH]c(C)c(C)c2c1
1741,0.973,CC(C)C1CC=C(C=O)CC1
1742,0.819,CCCC(O)CC(C)C
1743,1.677,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1744,0.976,CCC(O)CNCC(O)CC
1745,0.739,CCCNC(C)C
1746,0.825,CCCCCCCCCCCCCCCCCCCC1CCCCC1
1747,1.153,COC(=O)c1cc(C)ccc1O
1748,1.315,C=C(Br)CC
1749,1.044,CCCC(=O)OCCOc1ccccc1
1750,1.093,CC1SC(C)SC(C)S1
1751,1.431,CCOC(=O)c1cccc(Br)c1
1752,1.001,CCCCC(CC)COC(=O)Cl
1753,1.057,CC1=CC(=O)C2(C(C)C)CC12
1754,1.484,O=C1C=CC(=O)O1
1755,0.95,CC(C)C(=O)OCC(C)(C)C(O)C(C)C
1756,0.856,CCCCCCC(C)(C)S
1757,0.832,CNCC1CCCCC1
1758,1.489,FC(F)OC(Cl)C(F)(F)F
1759,1.002,Cc1cc(C)cc(CO)c1
1760,1.97,ClC1=C(Cl)C2(Cl)C3C4OC4(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl
1761,0.983,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C
1762,1.276,C[Si](C)(C)OS(=O)(=O)C(F)(F)F
1763,0.878,CC1CC(=O)C(C)(C)C1
1764,0.855,CCCCCCCCCCCCCCCCCCCc1ccccc1
1765,0.937,CCCOCC(C)OCC(C)O
1766,0.944,CC(C)Cc1ccc(N)cc1
1767,0.942,CCC(C)c1ccc(N)cc1
1768,0.997,c1ccc(CC2CCNCC2)cc1
1769,0.874,CC(C)CC(=O)OC(C)C
1770,1.359,BrCC1CCCCO1
1771,1.23,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl
1772,1.043,CCCCC(=O)OCc1ccco1
1773,0.912,CC1(C)CC(N)CC(C)(C)N1
1774,0.982,CC=CC(C)C(=O)O
1775,0.782,C=COCCC(C)C
1776,1.416,COc1c(Cl)ccc(Cl)c1Cl
1777,0.758,CC1CC(C)CC(C)(C)C1
1778,1.169,CCC(C)CCBr
1779,1.615,Cc1cc(Br)cc([N+](=O)[O-])c1
1780,0.885,CC(C)(C1CCCCC1)C1CCCCC1
1781,1.28,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1
1782,1.005,CCC(C)C(=O)Cl
1783,1.32,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
1784,1.26,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C
1785,1.234,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
1786,1.56,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12
1787,0.97,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C
1788,1.33,O=P1(N(CCCl)CCCl)NCCCO1
1789,1.28,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
1790,1.31,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
1791,1.451,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
1792,1.517,O=C(O)c1c(Cl)cccc1Cl
1793,1.286,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
1794,1.173,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
1795,1.503,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
1796,1.82,S=c1[nH]cnc2nc[nH]c12
1797,1.517,O=C(O)c1cccc(Cl)c1Cl
1798,1.047,CNCCCN1c2ccccc2CCc2ccccc21
1799,1.076,CN(C)CCC=C1c2ccccc2CCc2ccccc21
1800,1.041,CN(C)CCCN1c2ccccc2CCc2ccccc21
1801,1.212,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
1802,1.32,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
1803,1.27,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O
1804,1.18,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
1805,1.35,CC(=O)Oc1ccccc1C(=O)O
1806,1.518,O=C(O)c1cc(Cl)ccc1Cl
1807,1.954,O=C1OC(C(O)CO)C(O)=C1O
1808,1.517,O=C(O)c1ccc(Cl)cc1Cl
1809,1.581,OCC1OC(O)C(O)C(O)C1O
1810,1.066,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
1811,1.06,CCN(CC)CCNC(=O)c1ccc(N)cc1
1812,1.203,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
1813,1.242,c1ccc2[nH]cnc2c1
1814,1.617,C1CN1c1nc(N2CC2)nc(N2CC2)n1
1815,1.53,O=c1[nH]cc(F)c(=O)[nH]1
1816,1.651,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
1817,1.31,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
1818,1.517,O=C(O)c1cc(Cl)cc(Cl)c1
1819,1.283,CNCC(O)c1ccc(O)c(O)c1
1820,1.517,O=C(O)c1ccc(Cl)c(Cl)c1
1821,1.24,CCCc1cc(=O)[nH]c(=S)[nH]1
1822,1.19,[CH3:0][N:0]1[CH:0]2[CH2:0][CH2:0][CH:0]1[CH2:0][CH:0]([O:0][C:0](=[O:0])[CH:0]([CH2:0][OH:0])[c:0]1[cH:0][cH:0][cH:0][cH:0][cH:0]1)[CH2:0]2
1823,0.946,CC(N)Cc1ccccc1
1824,1.178,CN(C)CCOC(=O)COc1ccc(Cl)cc1
1825,0.9,CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(C)CCC=C(C)C
1826,1.045,CCOC(N)=O
1827,0.813,CN(C)CN(C)C
1828,1.24,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
1829,1.5,S=P(N1CC1)(N1CC1)N1CC1
1830,2.32,C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1
1831,2.018,O=[N+]([O-])C(Br)(CO)CO
1832,1.207,NC1(C(=O)O)CCCC1
1833,1.058,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
1834,1.18,CCOP(=S)(OCC)Oc1cc(C)c(SC)c(C)c1
1835,1.204,CC(C)(S)C(N)C(=O)O
1836,1.205,CC(C)(S)C(N)C(=O)O
1837,1.73,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
1838,1.08,C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C
1839,1.239,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
1840,1.3,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
1841,1.164,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
1842,1.372,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
1843,1.26,CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C
1844,1.105,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O
1845,1.12,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
1846,1.232,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12
1847,1.327,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
1848,1.325,ONc1ccc2c(c1)Cc1ccccc1-2
1849,1.322,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2
1850,1.111,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
1851,1.032,CN1CCCC1c1cccnc1
1852,1.363,NC(Cc1c[nH]c2ccccc12)C(=O)O
1853,1.496,O=C(O)Cc1c[nH]c2ccc(O)cc12
1854,1.12,CC(C)(C(=O)c1cccnc1)c1cccnc1
1855,2.148,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I
1856,1.638,Cc1ncc(COP(=O)(O)O)c(C=O)c1O
1857,1.588,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1
1858,1.074,CC(C)NCC(O)c1ccc2ccccc2c1
1859,1.244,NNC(=O)c1ccncc1
1860,1.691,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
1861,0.95,CCN(CC)N=O
1862,1.12,NC(=O)c1ccccc1
1863,1.293,O=C(O)c1ccncc1
1864,1.25,COP(=S)(OC)Oc1ccc(SC)c(C)c1
1865,1.39,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
1866,1.671,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
1867,1.13,N=C(N)NCCN1CCCCCCC1
1868,1.079,CC(C)OP(=O)(F)OC(C)C
1869,1.35,CS(=O)(=O)OCCCCOS(C)(=O)=O
1870,1.606,Nc1nc(Cl)cc(Cl)n1
1871,1.84,Nc1nc(O)cc(=O)[nH]1
1872,0.912,NCCCNCCCN
1873,1.697,ClC(Cl)(Cl)Cl
1874,1.326,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
1875,1.254,NCC(=O)O
1876,1.223,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3
1877,1.19,c1ccc2cc3c(ccc4ccccc43)cc2c1
1878,1.42,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12
1879,1.38,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1
1880,1.547,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
1881,1.321,NC(=O)CCC(N)C(=O)O
1882,1.125,NCCCCC(N)C(=O)O
1883,0.91,C=CCN=C=S
1884,0.893,CCCCCCCCCCCCCCCC(=O)O
1885,0.888,CCCCCCCCCCCCCCCCCC(=O)O
1886,1.32,NC(N)=O
1887,0.829,CN(C)N
1888,1.404,CC(C)(O)C(Cl)(Cl)Cl
1889,1.42,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46
1890,1.44,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
1891,1.27,CC1CN1P(=O)(N1CC1C)N1CC1C
1892,1.257,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
1893,1.055,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
1894,1.069,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
1895,1.166,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C
1896,1.77,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
1897,1.139,CCCC(C)(COC(N)=O)COC(N)=O
1898,1.036,CC(O)CO
1899,1.7,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12
1900,1.21,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C
1901,1.221,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
1902,1.62,N=C(N)NS(=O)(=O)c1ccc(N)cc1
1903,1.392,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
1904,1.07,CC(=O)C(C)=NO
1905,1.75,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
1906,1.08,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
1907,1.1,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
1908,0.988,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
1909,1.98,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O
1910,1.39,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
1911,1.45,Cn1c(=O)c2c(ncn2C)n(C)c1=O
1912,1.17,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
1913,1.1,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
1914,1.058,CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O
1915,1.3,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
1916,1.225,CC1=CC(=O)c2ccccc2C1=O
1917,1.217,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
1918,1.253,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
1919,1.35,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
1920,2.08,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
1921,2.085,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O
1922,1.072,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
1923,1.161,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
1924,1.267,O=C(O)CCCCC1SCC2NC(=O)NC21
1925,1.709,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
1926,1.693,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
1927,2.04,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
1928,0.941,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
1929,1.569,O=C(O)c1cc(O)c2cccc(O)c2n1
1930,1.62,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
1931,0.93,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
1932,1.536,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
1933,1.18,CCOc1cc(NC(C)=O)ccc1C(=O)OC
1934,1.905,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br
1935,1.06,CCN(CC)C(=O)c1cccnc1
1936,1.188,O=c1ccc2ccccc2[nH]1
1937,1.302,Cc1cc(C)nc(-c2ccc([N+](=O)[O-])o2)n1
1938,1.491,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1
1939,1.159,CNCC(O)c1cccc(O)c1
1940,1.077,CCN(CC)CCOC(=O)c1ccc(N)cc1
1941,1.152,Cc1ccccc1OCC(O)CO
1942,1.323,O=c1[nH]c2ccccc2o1
1943,1.228,Cc1cc(O)ccc1Cl
1944,1.201,CC(=O)NC(C(=O)O)C(C)(C)S
1945,1.206,Cc1cc(C(=O)NNCc2ccccc2)no1
1946,1.744,CC(=O)Nc1nnc(S(N)(=O)=O)s1
1947,1.293,O=C(O)c1cccnc1
1948,1.7,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1
1949,1.32,O=NN1CCOCC1
1950,1.468,NC(Cc1ccc(O)c(O)c1)C(=O)O
1951,1.102,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
1952,1.566,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
1953,1.12,Nc1ccc(N=Nc2ccccc2)cc1
1954,1.02,CN(C)c1ccc(N=Nc2ccccc2)cc1
1955,1.02,OCCc1ccccc1
1956,1.069,OCCS
1957,0.734,CCOCC
1958,1.042,NCCCCCC(=O)O
1959,0.902,CCCCCC=CCC=CCCCCCCCC(=O)O
1960,0.86,CNN
1961,0.947,CC(N)=O
1962,1.304,CNC(=O)CSP(=S)(OC)OC
1963,1.644,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
1964,1.28,Cn1cc[nH]c1=S
1965,1.156,Cc1cc(=O)n(-c2ccccc2)n1C
1966,1.429,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
1967,1.125,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2
1968,1.44,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
1969,1.472,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1
1970,1.203,Cc1cccc(Nc2ccccc2C(=O)O)c1C
1971,1.481,Nc1nc2cc(Cl)ccc2o1
1972,1.138,Nc1nc[nH]n1
1973,1.468,O=C(O)c1ccc([N+](=O)[O-])cc1
1974,1.099,CCOc1ccc(NC(C)=O)cc1
1975,1.218,O=C(O)CCCCC1CCSS1
1976,1.0217,Nc1ccccc1
1977,1.07,CC(N)=S
1978,1.435,COP(=O)(OC)OC=C(Cl)Cl
1979,1.183,CNC(=O)Oc1cccc2ccccc12
1980,1.76,O=CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
1981,1.206,CSCCC(N)C(=O)O
